cid,drug,dili,dose,mw,fsp3,clogp,psa,clogd,ion,eccs,bddcs,cFuHPPB,cFuBrain,fu_liver,fu_bsa,kp,kpuu,bsep,hepg2_72h,hepg2_gal,hepg2_glu,mrp2,mrp3,mrp4,thle,fu_plasma,fu_bsa_exp,fu_liver_exp,kpuu_exp,cmax
11626384,nebivolol hydrochloride,Ambiguous,40,405.435,0.454545455,3.5,70.95,3.278,Basic,Class 4,Class 0,0.0259,0.00318,0.00318,0.0233,NA,NA,0,NA,NA,NA,0,0,0,NA,0.0233,NA,NA,NA,0.0023
6536,triparanol,Unknown,250,438.0015,0.333333333,6.707,32.7,4.08,Basic,Class 4,Class 0,0.0221,0.00116,0.00116,0.0221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5484727,trandolapril,Less,4,430.5372,0.625,2.099,95.94,0.697,Acidic,Class 3B,Class 2,0.298,0.594,0.594,0.172,1.56,5.38744186,0,NA,NA,NA,NA,0,0,NA,0.08,0.172,NA,NA,0.00611
5488548,alvimopan,None,24,424.5326,0.44,2.164,89.87,0.516,Zwitter,Class 3B,Class 3,0.0997,0.127,0.179,0.227,NA,NA,0,NA,NA,NA,0,0,0,NA,0.2,0.227,0.179,NA,0.01098
154100,dexmethylphenidate hydrochloride,Less,40,233.3062,0.5,2.556,38.33,0.0387,Basic,Class 2,Class 1,0.667,0.167,0.167,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,0.01435
223253,hydrocortisone cypionate,Unknown,175,486.6402,0.827586207,5.044,100.9,4.97,Neutral,Class 2,Class 1,0.0223,0.0453,0.0453,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
5277135,elvitegravir,Unknown,150,447.8838,0.304347826,4.559,88.76,1.7,Acidic,Class 0,Class 0,0.00486,0.00356,0.00356,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,1.48
441140,griseofulvin,Most,500,352.7663,0.411764706,2.053,71.06,2.166,Neutral,Class 2,Class 2,0.103,0.111,0.111,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54676038,dicumarol,Unknown,200,336.295,0.052631579,3.658,100.88,1.32,Acidic,Class 3A,Class 0,0.0272,0.253,0.253,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA
9865528,mirabegron,None,50,396.5059,0.238095238,1.32,100.27,0.65,Basic,Class 4,Class 0,0.164,0.074,0.0273,0.652,38.17,1.598222393,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.652,0.0273,1.598222393,0.0663
447715,obeticholic acid,Less,10,420.6252,0.961538462,5.362,77.76,2.05,Acidic,Class 3B,Class 0,0.0408,0.0342,0.0342,0.013425,14.24,36.27620112,6.242603971,NA,4.1270581,3.901936018,NA,NA,NA,4.346571778,0.013425,NA,NA,NA,0.0719
6918078,rivastigmine tartrate,Less,12,250.3367,0.5,2.099,32.78,0.8625,Basic,Class 2,Class 1,0.967,0.275,0.23,0.681,61.13,20.64596182,NA,0,0,0,NA,NA,NA,0,1,0.681,0.23,20.64596182,0.0168
78000,oseltamivir phosphate,Ambiguous,150,312.4045,0.75,2.132,90.65,1.025,Basic,Class 2,Class 1,0.88,0.447,0.447,0.58,NA,NA,0,0,0,0,0,0,0,0,0.58,NA,NA,NA,0.085
123603,cevimeline hydrochloride,Ambiguous,90,199.3131,1,1.141,12.47,1.188,Basic,Class 2,Class 1,0.993,0.814,0.814,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8,NA,NA,NA,0.0659
5281081,entacapone,Less,1600,305.286,0.285714286,1.761,130.38,0.536,Acidic,Class 1A,Class 2,0.0603,0.0382,0.0232,0.0144,9.58,15.43444444,4.266909212,4.009541183,3.670967781,0,0,4.454692884,5.167491087,4.086575854,0.014,0.0144,0.0232,15.43444444,1.2
5284592,nabilone,None,6,372.5408,0.708333333,6.72,46.53,5.86,Neutral,Class 4,Class 0,0.0016,0.00444,0.00444,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0035
219078,lacosamide,Ambiguous,600,250.2936,0.384615385,0.392,67.43,0.3,Neutral,Class 2,Class 3,0.827,0.486,0.486,0.5,NA,NA,0,NA,NA,NA,0,0,0,0,0.5,NA,NA,NA,0.2385
25166913,glasdegib,Ambiguous,100,374.439,0.285714286,2.275,96.84,2.929,Basic,Class 2,Class 0,0.119,0.089,0.089,0.09,NA,NA,4.251010819,4.249169885,4.007881296,3.8216603,NA,NA,NA,3.748057362,0.09,NA,NA,NA,1.242
11551689,pitolisant hydrochloride,Unknown,35.6,295.84718,0.647,4.82,12.47,2.18,Basic,Class 2,Class 0,0.144,0.0511,0.0511,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,0.073
10174505,tofacitinib citrate,Unknown,10,312.3696,0.5,1.517,88.91,1.133,Neutral,Class 2,Class 0,0.651,0.274,0.274,0.538,NA,NA,NA,0,0,0,NA,NA,NA,1.995563556,0.538,NA,NA,NA,0.04433
129228,rufinamide,Ambiguous,3200,238.1935,0.1,0.514,73.8,0.81,Neutral,Class 2,Class 2,0.296,0.232,0.232,0.691,NA,NA,NA,0,0,0,NA,NA,NA,0,0.691,NA,NA,NA,4.07
23668479,raltegravir potassium,Most,1200,444.4163,0.3,1.16,152.24,0.738,Acidic,Class 3B,Class 2,0.548,0.434,0.132,0.241,5.95,3.258921162,NA,0,0,0,NA,NA,NA,0,0.192,0.241,0.132,3.258921162,2.1888
656829,grepafloxacin hydrochloride,Unknown,600,359.3947,0.473684211,0.293,74.57,0.0961,Zwitter,Class 3A,Class 0,0.495,0.183,0.183,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,1.6
3062316,dasatinib,Less,140,488.0055,0.363636364,2.529,106.51,3.44,Basic,Class 4,Class 2,0.03,0.0119,0.00618,0.128,37.22,1.797028125,4.882728704,4.698024567,3.896943665,3.877881324,0,0,4.563837353,6.167796234,0.04,0.128,0.00618,1.797028125,0.08556
10324367,boceprevir,Ambiguous,2400,519.6767,0.814814815,3.344,150.7,2.594,Neutral,Class 4,Class 1,0.681,0.0982,0.0982,0.25,NA,NA,NA,3.820945404,0,0,NA,NA,NA,3.931279951,0.25,NA,NA,NA,1.536
10182969,apixaban,Less,5,459.4971,0.28,1.892,110.76,2.342,Neutral,Class 2,Class 0,0.0714,0.0353,0.0353,0.512,4.87,0.335763672,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.512,NA,NA,0.1757
9280,methylphenidate hydrochloride,Less,60,233.3062,0.5,2.556,38.33,0.0387,Basic,Class 2,Class 1,0.667,0.145,0.145,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.78,NA,NA,NA,0.01
11949646,empagliflozin,Ambiguous,25,450.9093,0.47826087,2.585,108.61,1.87,Neutral,Class 4,Class 1,0.165,0.0444,0.0444,0.138,NA,NA,NA,0,0,0,NA,NA,NA,0,0.138,NA,NA,NA,0.245
11711114,rilpivirine hydrochloride,Unknown,25,366.4185,0.090909091,5.752,97.42,5.19,Neutral,Class 4,Class 2,0.0115,0.00156,0.00156,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA,0.2038
9887712,dapagliflozin,Less,10,408.8726,0.428571429,3.369,99.38,3.4,Neutral,Class 4,Class 1,0.166,0.0242,0.0242,0.113,NA,NA,NA,3.801559258,1.786738223,0,NA,NA,NA,1.76419625,0.113,NA,NA,NA,NA
16538,methopholine,Unknown,1400,345.8631,0.4,5.098,21.7,3.445,Basic,Class 2,Class 0,0.125,0.00815,0.00815,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91442,diethylpropion hydrochloride,None,75,205.2961,0.461538462,2.85,20.31,0.916,Basic,Class 2,Class 0,0.508,0.306,0.306,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179344,eslicarbazepine acetate,Unknown,1200,296.3205,0.176470588,1.503,72.63,1.955,Neutral,Class 2,Class 0,0.297,0.146,0.146,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562,NA,NA,NA,16.395
11525740,pazopanib hydrochloride,Most,800,437.518,0.19047619,3.654,119.03,3.28,Neutral,Class 4,Class 2,0.0312,0.0172,0.000229,0.0646,46.54,0.164979257,4.505496331,4.465122798,3.680362985,1.816052869,0,0,5.091514981,4.173237198,0.0003995,0.0646,0.000229,0.164979257,33.5
44814423,ertugliflozin,Ambiguous,15,436.8827,0.454545455,3.189,108.61,3.6,Neutral,Class 4,Class 0,0.0735,0.0123,0.0123,0.064,NA,NA,NA,0,0,0,NA,NA,NA,3.559126086,0.064,NA,NA,NA,0.2624
73053710,pexidartinib hydrochloride,Unknown,800,417.8147096,0.15,3.994,66.49,4.7,Neutral,Class 4,Class 0,0.00417,7.00E-04,7.00E-04,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,8.625
24776445,vismodegib,Less,150,421.2971,0.052631579,2.744,76.13,3.39,Neutral,Class 2,Class 4,0.0196,0.0093,0.00889,0.0493,12.44,2.243237323,NA,NA,NA,NA,NA,NA,NA,3.744668229,0.0165,0.0493,0.00889,2.243237323,5.666
5280795,cholecalciferol,None,0.25,384.6377,0.777777778,9.476,20.23,5.97,Neutral,Class 4,Class 0,0.00095,0.000256,0.000256,0.00095,NA,NA,NA,3.755101853,3.686437107,0,NA,NA,NA,3.811842857,NA,NA,NA,NA,NA
24812758,canagliflozin,Ambiguous,100,444.5157,0.333333333,4.552,90.15,4.6,Neutral,Class 4,Class 2,0.0239,0.00971,0.00971,0.0183,NA,NA,NA,2.009713356,1.896388457,1.832036238,NA,NA,NA,4.306884725,0.0183,NA,NA,NA,1.178
67517580,fedratinib hydrochloride,Unknown,400,524.67938,0.407,6.545,108.48,2.782,Basic,Class 4,Class 0,0.00881,0.00503,0.00503,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.250882338,0.08,NA,NA,NA,1.804
15951529,enzalutamide,None,240,464.436,0.238095238,3.354,76.44,3.426,Neutral,Class 2,Class 0,0.05,0.027,0.0201,0.22,15.5,1.416136364,NA,0,3.672786888,0,NA,NA,NA,4.026992127,0.029,0.22,0.0201,1.416136364,6.48
3052775,rasagiline mesylate,Ambiguous,1,171.2383,0.333333333,2.524,12.03,1.207,Basic,Class 2,Class 0,0.345,0.133,0.133,0.08,NA,NA,0,NA,NA,NA,0,0,0,0,0.08,NA,NA,NA,0.00863
23676503,carbenicillin indanyl sodium,Less,3056,494.5594,0.384615385,4.179,113.01,1.33,Acidic,Class 3B,Class 3,0.0386,0.0312,0.0312,0.5,64.34,4.014816,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA
12597,isosorbide,Unknown,8400,146.1412,1,-1.53,58.92,-1.73,Neutral,Class 2,Class 1,0.866,0.206,0.206,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16088021,alogliptin benzoate,Unknown,25,339.3916,0.388888889,0.989,97.05,-0.6491,Basic,Class 4,Class 0,0.89,0.338,0.338,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8,NA,NA,NA,0.145
24821094,ibrutinib,Less,560,440.4971,0.2,4.069,99.16,4.4,Neutral,Class 2,Class 0,0.0804,0.0224,0.000496,0.00919,16.81,0.907264418,NA,NA,NA,NA,NA,NA,NA,NA,0.027,0.00919,0.000496,0.907264418,0.109
24872560,apalutamide,Ambiguous,240,477.4347,0.285714286,2.138,89.33,3.7,Neutral,Class 2,Class 0,0.111,0.0545,0.0545,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.864793195,0.04,NA,NA,NA,2.42
25127112,ruxolitinib phosphate,Unknown,50,306.365,0.411764706,2.177,83.18,2.114,Neutral,Class 2,Class 0,0.0775,0.0823,0.0823,0.03,NA,NA,NA,4.250773777,3.571787253,3.54773013,NA,NA,NA,4.174505603,0.03,NA,NA,NA,NA
25154713,daclatasvir dihydrochloride,Unknown,1000,738.875,0.45,4.722,174.64,4.71,Neutral,Class 2,Class 4,0.0101,0.00169,0.00169,0.01,NA,NA,NA,4.315211485,0,3.874694614,NA,NA,NA,4.121848306,0.01,NA,NA,NA,1.009
48040,encainide hydrochloride,Unknown,200,352.4699,0.409090909,3.516,41.57,1.858,Basic,Class 2,Class 1,0.12,0.0363,0.0363,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA
23693301,bromfenac sodium,Most,150,334.1647,0.066666667,3.284,80.39,0.4637,Acidic,Class 1A,Class 2,0.019,0.0783,0.0312,0.0703,7.19,3.191009957,0,0,0,0,NA,0,0,0,0.0017,0.0703,0.0312,3.191009957,3.26
3045381,ivabradine hydrochloride,Unknown,15,468.5851,0.518518519,3.266,60.47,1.587,Basic,Class 2,Class 1,0.374,0.103,0.103,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,0.022
16006490,nilotinib hydrochloride,Ambiguous,800,529.5158,0.107142857,5.844,97.62,4.88,Neutral,Class 4,Class 2,0.00132,0.00186,0.00186,0.02,NA,NA,NA,4.566987442,4.757915965,4.563381027,NA,NA,NA,4.630010301,0.02,NA,NA,NA,NA
163701,milnacipran hydrochloride,Most,200,246.348,0.533333333,1.906,46.33,-0.598,Basic,Class 2,Class 3,0.79,0.301,0.301,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,NA,NA,0.2224
969472,eszopiclone,Ambiguous,3,388.8083,0.352941176,1.253,91.76,1.188,Basic,Class 2,Class 1,0.276,0.275,0.275,0.48,NA,NA,0,NA,NA,NA,0,0,0,NA,0.48,NA,NA,NA,0.02707
16078,dronabinol,None,20,314.4617,0.619047619,7.238,29.46,5.87,Neutral,Class 4,Class 2,0.00181,0.00622,0.00622,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,0.0026
9832912,moxidectin,Most,8,639.8186,0.675675676,7.177,116.04,7.11,Neutral,Class 4,Class 0,0.00194,0.00143,0.00143,0.00194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0631
154256,bazedoxifene acetate,Unknown,20,470.6026,0.333333333,7.148,57.86,3.25,Basic,Class 4,Class 0,0.0238,0.00216,0.00216,0.005837298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005837298,NA,NA,NA,0.0062
15008962,pantoprazole sodium,Less,240,383.3698,0.25,2.111,86.33,1.907,Neutral,Class 2,Class 1,0.0533,0.0724,0.0602,0.05,6.51,7.83804,NA,0,0,0,NA,NA,NA,3.534662753,0.02845,0.05,0.0602,7.83804,2.5
11990828,bosutinib monohydrate,Unknown,500,530.4462,0.384615385,5.087,82.88,3.15,Basic,Class 4,Class 0,0.0304,0.00176,0.00176,0.04,NA,NA,5.264697091,5.239941485,4.616612106,4.634773043,NA,NA,NA,5.195360202,0.04,NA,NA,NA,0.145
67307512,neratinib maleate,Unknown,240,557.0427,0.2,5.147,112.4,3.23,Basic,Class 4,Class 0,0.0205,0.000882,0.000882,0.01,NA,NA,4.598599459,5.254329054,4.641758871,4.465981404,0,0,4.638272164,5.678957599,0.01,NA,NA,NA,0.0696
9800068,desvenlafaxine succinate,Less,50,263.3752,0.625,2.683,43.7,0.06706,Basic,Class 2,Class 3,0.716,0.219,0.219,0.634,2.87,0.99137224,NA,3.842434445,0,0,NA,NA,NA,0,0.779,0.634,NA,NA,0.284
16220172,ivacaftor,Ambiguous,300,392.4907,0.333333333,3.823,82.19,4.841,Acidic,Class 3A,Class 2,0.0015,0.00137,0.00137,0.001,NA,NA,NA,4.554643853,4.501271859,4.490689926,NA,NA,NA,4.494956101,0.001,NA,NA,NA,0.987
16678941,lumacaftor,Unknown,800,452.4069,0.208333333,6.054,97.75,2.561,Acidic,Class 0,Class 0,0.00173,0.011,0.011,0.0037275,NA,NA,NA,1.762016003,0,0,NA,NA,NA,3.792143908,0.0037275,NA,NA,NA,NA
5281077,ethchlorvynol,Unknown,1000,144.5988,0.428571429,1.571,20.23,1.927,Neutral,Class 2,Class 2,0.405,0.0534,0.0534,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA
14184,methadone hydrochloride,Ambiguous,120,309.4452,0.380952381,4.167,20.31,2.103,Basic,Class 2,Class 1,0.195,0.043,0.043,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223,NA,NA,NA,0.124
5361917,methylnaltrexone bromide,None,450,356.4354,0.666666667,-2.639,66.76,-0.262,Neutral,Class 4,Class 3,0.795,0.541,0.19,0.674,37.78,10.65014837,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.674,0.19,10.65014837,0.0356
4162,methyprylon,Unknown,400,183.2475,0.8,1.78,46.17,1.191,Neutral,Class 2,Class 0,0.916,0.352,0.352,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA
8275,talbutal,Unknown,120,224.2563,0.545454545,1.628,75.27,1.107,Acidic,Class 1A,Class 0,0.552,0.242,0.242,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25008120,fostamatinib disodium,None,300,580.4595,0.304347826,2.524,186.72,-0.0959,Acidic,Class 3B,Class 0,0.0279,0.0189,0.0189,0.0742,26.33,6.706698113,NA,NA,NA,NA,NA,NA,NA,NA,0.018,0.0742,NA,NA,1.754
23725625,olaparib,None,800,434.4628,0.333333333,1.236,86.37,1.55,Neutral,Class 2,Class 2,0.345,0.0889,0.123,0.375,10.3,3.3784,NA,0,3.993158067,0,NA,NA,NA,0,0.239,0.375,0.123,3.3784,6.73
6018,tetrabenazine,Ambiguous,50,317.4226,0.631578947,3.465,38.77,1.952,Basic,Class 2,Class 2,0.263,0.116,0.116,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,0.00811
115237,paliperidone,None,12,426.4839,0.52173913,1.074,84.39,1.6,Basic,Class 2,Class 4,0.428,0.152,0.097,0.331,16.39,4.803111782,4.136407037,0,0,0,NA,NA,NA,0,0.26,0.331,0.097,4.803111782,0.0237
6321416,cefuroxime axetil,Less,1000,510.4745,0.4,0.654,189.06,1.699,Neutral,Class 4,Class 3,0.793,0.19,0.19,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,7
46216142,dolutegravir sodium,Unknown,100,419.3788,0.35,-0.407,100.87,0.835,Acidic,Class 2,Class 2,0.0923,0.114,0.114,0.0129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0129,NA,NA,NA,3.6
15606394,afatinib dimaleate,Unknown,50,485.9384,0.291666667,4.49,88.61,3.36,Basic,Class 4,Class 3,0.0556,0.021,0.021,0.088033333,NA,NA,NA,5.122812459,4.2319134,4.364890047,NA,NA,NA,5.594771071,0.088033333,NA,NA,NA,0.0195
219025,dronedarone hydrochloride,Most,800,556.7565,0.516129032,8.567,88.85,4.98,Zwitter,Class 3B,Class 2,0.00608,0.00299,0.00299,0.487,639.45,3.925986653,4.131355562,4.983384452,4.654528246,4.670703841,0,0,0,4.784573952,0.02,0.487,NA,NA,0.132
11673085,lorcaserin hydrochloride,Unknown,20,195.6886,0.454545455,3.236,12.03,0.462,Basic,Class 2,Class 0,0.205,0.0715,0.0715,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,0.0523
197162,neomycin sulfate,None,12000,614.6437,1,-6.466,353.11,-2.15,Basic,Class 0,Class 3,0.938,NA,NA,0.8,80.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA
45138699,sonidegib phosphate,Unknown,200,485.4981,0.307692308,5.84,63.69,5.6,Neutral,Class 4,Class 0,0.00123,0.00146,0.00146,0.000466274,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.206843917,0.000466274,NA,NA,NA,0.269
78357761,niraparib tosylate,Unknown,300,320.3883,0.263157895,2.722,72.94,0.3528,Basic,Class 2,Class 0,0.476,0.122,0.122,0.361,NA,NA,NA,4.038125431,3.897375548,3.865623685,NA,NA,NA,3.679441063,0.361,NA,NA,NA,NA
5322,sulfacytine,Unknown,2000,294.3296,0.166666667,-0.327,107.08,0.272,Acidic,Class 1A,Class 0,0.494,0.252,0.252,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3599,miltefosine,Ambiguous,150,407.568,1,-2.383,58.59,1.66,Acidic,Class 3B,Class 0,0.346,0.17,0.17,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,66.2
25141092,entrectinib,Unknown,600,560.6377064,0.355,5.22,85.52,3.95,Basic,Class 4,Class 0,0.0413,0.00105,0.00105,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA
6918313,vilazodone hydrochloride,Unknown,40,441.5249,0.307692308,4.077,102.29,3.28,Basic,Class 4,Class 0,0.0143,0.00446,0.00446,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,0.0595
115355,nitisinone,Ambiguous,140,329.2281,0.357142857,1.384,97.03,0.255,Acidic,Class 1A,Class 0,0.043,0.0936,0.0936,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113,NA,NA,NA,1.278828
6918003,granisetron hydrochloride,Ambiguous,2,312.4094,0.555555556,1.715,50.16,0.482,Basic,Class 2,Class 1,0.232,0.119,0.119,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,0.004304
5284555,estropipate,Ambiguous,9,350.4293,0.611111111,1.822,80.67,0.795,Acidic,Class 3A,Class 0,0.0789,0.0944,0.0944,0.0789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540478,norgestimate,Unknown,0.25,369.4971,0.739130435,5.055,58.89,4.68,Neutral,Class 2,Class 1,0.0106,0.0209,0.0209,0.0106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5280453,calcitriol,None,1200,416.6365,0.777777778,6.038,60.69,6.21,Neutral,Class 2,Class 2,0.0171,0.0066,0.0066,0.001,NA,NA,4.401209493,NA,NA,NA,0,0,0,NA,0.001,NA,NA,NA,7.04E-05
65157,testosterone undecanoate,Unknown,792,456.70032,0.867,9.116,43.37,6.34,Neutral,Class 4,Class 2,0.00095,0.00114,0.00114,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA
68165256,brigatinib,Ambiguous,180,584.0924,0.448275862,2.024,85.86,2.866,Basic,Class 4,Class 0,0.213,0.00725,0.00725,0.09,NA,NA,NA,4.40453194,0,0,NA,NA,NA,4.66698293,0.09,NA,NA,NA,0.55202
11329481,methotrexate sodium,Most,30,454.4393,0.25,-0.529,210.54,-1.91,Acidic,Class 3B,Class 3,0.569,0.697,0.293,0.219,2.45,3.277853881,0,6.53313238,3.26656619,6.53313238,0,0,0,0,0.559,0.219,0.293,3.277853881,0.26949
9588170,gemifloxacin mesylate,Less,320,389.3809,0.444444444,-1.245,123.04,-0.505,Zwitter,Class 3A,Class 0,0.548,0.234,0.04,0.656,17.98,1.096341463,0,NA,NA,NA,0,0,4.135488919,NA,0.35,0.656,0.04,1.096341463,1.61
9578005,dexlansoprazole,Less,60,369.3615,0.25,3.681,72.86,2.457,Neutral,Class 2,Class 0,0.0414,0.0234,0.0234,0.0386,NA,NA,0,NA,NA,NA,0,0,0,NA,0.0386,NA,NA,NA,1.136
5282241,ceftibuten dihydrate,Ambiguous,400,410.4249,0.266666667,-1.21,162.92,-2.53,Acidic,Class 3B,Class 4,0.97,0.936,0.936,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,15
6918427,aliskiren hemifumarate,Less,300,551.7583,0.733333333,3.514,146.13,0.8589,Basic,Class 4,Class 3,0.0962,0.0893,0.0893,0.37,23.04,5.560735135,0,0,0,0,NA,NA,NA,0,0.37,NA,NA,NA,0.2234
11625818,idelalisib,Less,300,415.423,0.136363636,3.62,101.38,3.379,Neutral,Class 2,Class 0,0.0255,0.0214,0.0225,0.335,13.09,0.879179104,3.93126501,3.575072651,0,0,NA,NA,NA,3.814508842,0.0797,0.335,0.0225,0.879179104,1.953
39941,benoxaprofen,Most,1200,301.7244,0.125,3.824,63.33,1.45,Acidic,Class 1A,Class 2,0.00227,0.0247,0.0247,0.00227,NA,NA,3.756961951,0,0,0,NA,NA,NA,3.620074763,NA,NA,NA,NA,NA
2724385,digoxin,None,0.5,780.9385,0.926829268,1.423,203.06,1.657,Neutral,Class 4,Class 3,0.427,0.281,0.393,0.447,8.43,7.411610738,0,6.416801226,4.22238471,3.26656619,NA,NA,NA,6.509301104,0.447,NA,0.393,NA,0.00235
24970412,tafamidis meglumine,Unknown,80,308.11572,0,4.998,63.33,2.124,Acidic,Class 1A,Class 0,0.00111,0.0149,0.0149,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA,NA,NA,2.7
135476717,nintedanib esylate,Unknown,300,539.6248,0.258064516,3.083,94.22,3.5,Basic,Class 4,Class 0,0.188,0.025,0.025,0.036,NA,NA,NA,NA,0,0,NA,NA,NA,4.132331027,0.036,NA,NA,NA,0.0132
6437380,lumefantrine,Unknown,240,528.9402,0.333333333,10.202,23.47,5.29,Basic,Class 4,Class 0,0.00095,9.50E-05,9.50E-05,0.00095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42611257,vemurafenib,Ambiguous,1920,489.9221,0.130434783,4.169,91.92,4.793,Acidic,Class 3B,Class 2,0.00143,0.00178,0.00178,0.01,NA,NA,NA,4.451953089,4.241212136,3.861272542,NA,NA,NA,4.309291223,0.01,NA,NA,NA,38.7
5283731,calcifediol,None,0.06,400.6371,0.777777778,7.269,40.46,6.08,Neutral,Class 4,Class 0,0.00651,0.00158,0.00158,0.02,64.56,5.10024,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,0.06
214348,deferasirox,Most,1400,373.3615,0,3.668,108.47,1.38,Acidic,Class 3A,Class 2,0.0346,0.0168,0.0099,0.0498,4.9,0.974096386,4.233587153,NA,NA,NA,0,0,4.437707136,NA,0.01,0.0498,0.0099,0.974096386,NA
6918493,ambrisentan,Ambiguous,10,378.4211,0.227272727,3.751,81.54,0.275,Acidic,Class 3A,Class 1,0.0268,0.116,0.116,0.0697,NA,NA,0,0,0,0,NA,NA,NA,0,0.0697,NA,NA,NA,0.73288
53239799,alectinib hydrochloride,Unknown,1200,482.6166,0.466666667,5.533,72.36,4.682,Basic,Class 4,Class 0,0.00443,0.00253,0.00253,0.000568,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000568,NA,NA,NA,0.665
68861,dienogest,Unknown,2,311.418,0.7,2.125,61.09,2.224,Neutral,Class 2,Class 0,0.241,0.0702,0.0702,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA
23725423,panobinostat lactate,Unknown,20,349.4262,0.19047619,2.643,77.15,1.209,Basic,Class 4,Class 0,0.0578,0.0457,0.0457,0.334,NA,NA,NA,6.53313238,0,3.717962777,NA,NA,NA,6.53313238,0.334,NA,NA,NA,0.0205
